Name,Price,Original Prices,Discount rates,Brand,Image
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
Slim Fit Men Black Pure Cotton Trousers,779,"1,299",40% off,Peter England,https://rukminim1.flixcart.com/image/329/395/k1qr5ow0/trouser/v/z/y/38-pctfcslp294503-peter-england-original-imafh32sbku4gxnw.jpeg?q=50
Checkered Men Boxer,533,"1,099",51% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/juu4jgw0/boxer/h/2/u/l-3-mb3c013-metronaut-original-imaffd3vrdxy7auj.jpeg?q=50
Regular Fit Men Blue Polyester Viscose Blend Trousers,588,"1,299",54% off,Classio,https://rukminim1.flixcart.com/image/329/395/jmmce4w0/trouser/y/r/v/30-formalblue-brown-classio-original-imaf8uwyxtwa6g4c.jpeg?q=50
Solid Men Blue Regular Shorts,671,"1,599",58% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/short/7/y/d/30-hlv8000001-highlander-original-imafpchsnjjzrryh.jpeg?q=50
Men Solid Casual Button Down Shirt,635,"1,999",68% off,Ojass,https://rukminim1.flixcart.com/image/329/395/jyj0how0/shirt/g/5/z/xl-oshdnf-bl-ojass-original-imaf9pnwdpwf2eg2.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
"Color Block Men Hooded Neck White, Blue, Yellow T-Shirt",399,"1,999",80% off,LEWEL,https://rukminim1.flixcart.com/image/329/395/jyxaw7k0/t-shirt/e/s/v/s-hs96-ywn-lewel-original-imafj2d6nzxqzd39.jpeg?q=50
"Solid Men Round Neck White, Black T-Shirt",449,"1,499",70% off,Aelomart,https://rukminim1.flixcart.com/image/329/395/jpodaq80/t-shirt/z/d/z/s-am-1020bw-aelo-original-imafbvhm2k8bfw2p.jpeg?q=50
"Solid Men Round Neck Blue, Yellow T-Shirt",651,"2,399",72% off,FastColors,https://rukminim1.flixcart.com/image/329/395/jvif0y80/t-shirt/w/v/z/l-4044-4055-l-fastcolors-original-imafgdsdfrfxrxzd.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Slim Fit Men Green Cotton Blend Trousers,974,"1,499",35% off,Peter England University,https://rukminim1.flixcart.com/image/329/395/k7tdj0w0/trouser/z/j/5/32-putfusspu65794-peter-england-university-original-imafpxfsg6hhtddz.jpeg?q=50
"Color Block Men Hooded Neck Red, Black T-Shirt",349,999,65% off,Tfurnish,https://rukminim1.flixcart.com/image/329/395/k5y7tzk0/shirt/f/g/n/xl-t-1148-lawful-casual-original-imafnyvckjch4zwg.jpeg?q=50
Printed Men Black Cargo Shorts,299,888,66% off,JUGULAR,https://rukminim1.flixcart.com/image/329/395/k7m8brk0/short/v/x/6/m-shorts-skull-blk-jugular-original-imafptgvzvxrqsfh.jpeg?q=50
Men Solid Casual Button Down Shirt,649,999,35% off,IndoPrimo,https://rukminim1.flixcart.com/image/329/395/jz8qf0w0/shirt/e/b/4/s-cotton-casual-fancy-shirt-m45-indoprimo-original-imafjaz3eaatf3hp.jpeg?q=50
Typography Men Hooded Neck Black T-Shirt,299,"1,199",75% off,Kay Dee,https://rukminim1.flixcart.com/image/329/395/k2z1t3k0/t-shirt/h/h/t/xl-shp275282-shapphr-original-imafjvg4jgembdsj.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Men Striped Casual Spread Shirt,959,"2,399",60% off,TRUE BLUE,https://rukminim1.flixcart.com/image/329/395/k6tniq80/shirt/e/f/q/m-2031979679-true-blue-original-imafp6yggptjs34g.jpeg?q=50
Printed Men Round Neck Yellow T-Shirt,298,"1,100",72% off,NB NICKY BOY,https://rukminim1.flixcart.com/image/329/395/k1wgx3k0/t-shirt/n/x/s/xl-haif-yellow-fine-s-nb-nicky-boy-original-imafhdchcay9dtys.jpeg?q=50
Men Military Camouflage Casual Spread Shirt,559,"1,399",60% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/shirt/k/p/w/m-hlsh010462-highlander-original-imafpchtyyvhzqht.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Printed Men Hooded Neck Multicolor T-Shirt,426,"1,499",71% off,SCATCHITE,https://rukminim1.flixcart.com/image/329/395/k6pd7680/t-shirt/h/c/y/xxl-t-237-scatchite-original-imafp46kztzmhbhx.jpeg?q=50
Tripr Men Vest,229,899,74% off,NaN,https://rukminim1.flixcart.com/image/329/395/k5vcya80/vest/2/d/y/4xl-tylwtnvvestv4-tripr-original-imafnxsyffkjdvxz.jpeg?q=50
"Color Block Men Round Neck Black, Orange, Grey T-Shirt",233,739,68% off,Rockhard,https://rukminim1.flixcart.com/image/329/395/k7531jk0/t-shirt/z/c/a/s-rh-roundnck-x-hlfslv-blk-org-skin-rockhard-original-imafpfvkgtxeuz77.jpeg?q=50
Men Brief,169,NaN,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/k1v1h8w0/brief/q/e/k/s-8037-0105-navy-jockey-original-imafhc697fxaz4kd.jpeg?q=50
Striped Men Round Neck White T-Shirt,394,999,60% off,GESPO,https://rukminim1.flixcart.com/image/329/395/k1mgu4w0/t-shirt/z/c/t/xl-ppg102-gespo-original-imafh3v84ea4tyrz.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Men Solid Casual Club Shirt,629,"1,399",55% off,DEELMO,https://rukminim1.flixcart.com/image/329/395/jjx6g7k0/shirt/5/4/r/38-dlm901-deelmo-original-imaf7e6dw4edarun.jpeg?q=50
"Women, Men Shapewear",109,599,81% off,Nevy,https://rukminim1.flixcart.com/image/329/395/jyt0knk0/shapewear/y/p/h/xl-xl-sosjha-tech-original-imaf234ezvhqhyrj.jpeg?q=50
Solid Men Grey Basic Shorts,698,699,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/johi3680/short/p/v/m/m-am12-01chaml-jockey-original-imafawzzeuzv6gyp.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Men Self Design Casual Button Down Shirt,649,"1,999",67% off,IndoPrimo,https://rukminim1.flixcart.com/image/329/395/k4d27ww0/shirt/d/w/t/s-box-grey-s-indoprimo-original-imafnaggstkbzuhz.jpeg?q=50
Solid Men Black Sports Shorts,"1,049","1,599",34% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k3xcdjk0/short/g/g/4/l-du0491-adidas-original-imafmxr3jfnvfqth.jpeg?q=50
Prakasam Cotton Solid Men Dhoti,545,995,45% off,NaN,https://rukminim1.flixcart.com/image/329/395/jnun1jk0/dhoti/3/f/n/32-vel-pkt-gold-prakasam-cotton-original-imafagd4ssbfgzaq.jpeg?q=50
Regular Men Black Jeans,699,"1,799",61% off,ZAYSH,https://rukminim1.flixcart.com/image/329/395/jlqwpe80/jean/q/m/e/36-jk1-mjrpkc-02-ridge-vogue-original-imaf8zq2mzkcqv9b.jpeg?q=50
Printed Men V-Neck Multicolor T-Shirt,299,899,66% off,Tripr,https://rukminim1.flixcart.com/image/329/395/j7f2qvk0/t-shirt/z/z/q/l-tblgyvnfuld2joker-tripr-original-imaexms64v6wkzfz.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
Solid Men Turtle Neck Blue T-Shirt,550,"1,099",49% off,Black Collection,https://rukminim1.flixcart.com/image/329/395/j4sronk0/t-shirt/5/r/w/s-bcsa0002-blue-black-collection-original-imaevhsa7fbvybzx.jpeg?q=50
Solid Men Round Neck Green T-Shirt,399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k80iqa80/t-shirt/w/k/4/l-fc4061-fastcolors-original-imafq4ndvhrc5era.jpeg?q=50
Color Block Men Round Neck Multicolor T-Shirt,398,999,60% off,The Dry State,https://rukminim1.flixcart.com/image/329/395/k7tdj0w0/t-shirt/h/f/h/m-mtsh-306b-999-the-dry-state-original-imafpyqbdkvwdfqb.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
Slim Fit Men Dark Blue Cotton Trousers,728,"1,549",53% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/trouser/6/m/a/30-hltr003875-highlander-original-imafpchrsawxkd3t.jpeg?q=50
Printed Men Round Neck Yellow T-Shirt,284,999,71% off,Smartees,https://rukminim1.flixcart.com/image/329/395/k7hy07k0/t-shirt/n/9/u/xl-newyork-yellow-smartees-original-imafppdhr8zwajrg.jpeg?q=50
Color Block Men Round Neck Green T-Shirt,399,"1,499",73% off,Wrath,https://rukminim1.flixcart.com/image/329/395/jwjkh3k0/t-shirt/m/x/2/s-effortless-charm-triple-color-blocked-wrath-original-imafh798ghhpne9z.jpeg?q=50
Striped Men Round Neck White T-Shirt,331,999,66% off,GHPC,https://rukminim1.flixcart.com/image/329/395/k7nnrm80/t-shirt/d/r/e/m-ts918401-ghpc-original-imafpuev6brjgtct.jpeg?q=50
Typography Men Hooded Neck Black T-Shirt,214,999,78% off,Rebound,https://rukminim1.flixcart.com/image/329/395/k4ohqq80/t-shirt/q/n/p/s-ke-tshirt-hood-black-7090-yes-no-original-imafnj46h4mdhv5j.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Solid Men Henley Neck Blue T-Shirt,599,"2,399",75% off,Red Tape,https://rukminim1.flixcart.com/image/329/395/k1pbpu80pkrrdj/t-shirt/r/h/z/m-rhp0104-red-tape-original-imafenf6n2ffrsju.jpeg?q=50
Men Brief,575,585,1% off,Macho,https://rukminim1.flixcart.com/image/329/395/j9pyaa80/brief/a/u/g/xl-mcho-plainminitrunk5pc-macho-original-imaez5knfzvgwuqg.jpeg?q=50
Solid Men Scoop Neck Maroon T-Shirt,195,599,67% off,Kay Dee,https://rukminim1.flixcart.com/image/329/395/ju04akw0/t-shirt/x/t/u/xl-shp7383-shapphr-original-imaf3xgrsfnhgufd.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Ring Beanie Cap,231,604,61% off,BnB,https://rukminim1.flixcart.com/image/329/395/jay8xow0/cap/f/f/r/free-com-cap-11-bnb-original-imafyezxyu9hnpru.jpeg?q=50
Solid Stylish Cotton Baseball Adjustable Black Cap For ...,175,180,2% off,Dcmr,https://rukminim1.flixcart.com/image/329/395/joynde80/cap/h/z/d/free-stylish-cotton-baseball-adjustable-black-cap-for-men-women-original-imafbyatzhsuxrhv.jpeg?q=50
Slim Fit Men Green Cotton Blend Trousers,728,"1,549",53% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/trouser/t/n/r/30-hltr003958-highlander-original-imafpchqjqdnjumm.jpeg?q=50
Feather Green Checkered Black Lungi,199,399,50% off,NaN,https://rukminim1.flixcart.com/image/329/395/k0sgl8w0/lungi/s/m/h/free-l11-feather-green-original-imafkgc8737ghcgj.jpeg?q=50
Solid Men Turtle Neck Purple T-Shirt,345,999,65% off,Try This,https://rukminim1.flixcart.com/image/329/395/jp02t8w0/t-shirt/9/v/d/s-boat-neck-maroon-try-this-original-imafbceah8xrypyb.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Men & Women Solid Ankle Length,299,599,50% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k1v1h8w0/sock/u/k/f/free-ade-3p-adidas-original-imafhchncvxsqjdw.jpeg?q=50
"Solid Men Hooded Neck Red, Black T-Shirt",349,999,65% off,Tfurnish,https://rukminim1.flixcart.com/image/329/395/k5y7tzk0/shirt/g/h/j/s-t-1146-lawful-casual-original-imafnyv4mxhustzt.jpeg?q=50
Color Block Men Round Neck Multicolor T-Shirt,579,"1,499",61% off,Wearza,https://rukminim1.flixcart.com/image/329/395/jx9aefk0/t-shirt/g/8/e/xl-wredmusterdcombo-wearza-original-imafhqk85fgyznmz.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Men Solid Casual Button Down Shirt,630,999,36% off,IndoPrimo,https://rukminim1.flixcart.com/image/329/395/jz8qf0w0/shirt/g/t/f/l-cotton-casual-fancy-shirt-m7-indoprimo-original-imafjayj8zbcubuy.jpeg?q=50
Men & Women Self Design Ankle Length,719,"1,999",64% off,BEING URBAN,https://rukminim1.flixcart.com/image/329/395/k3hmj680/sock/7/9/6/free-bu-adi-simple-socks-10-pkt-being-urban-original-imafmhrwzgyvmfea.jpeg?q=50
Men & Women Color Block Mid-Calf/Crew,299,699,57% off,Glinto,https://rukminim1.flixcart.com/image/329/395/jve4pe80/sock/n/a/z/free-3pk-gn-a-grey-l-glinto-original-imafgaj7vbqwjkys.jpeg?q=50
Men Printed Casual Spread Shirt,699,"2,299",69% off,Dennis Lingo,https://rukminim1.flixcart.com/image/329/395/k1l1ea80/shirt/j/w/n/l-c736-green-dennis-lingo-original-imafkhm7qpyk4b7j.jpeg?q=50
Printed Men Round Neck Yellow T-Shirt,629,899,30% off,Lee,https://rukminim1.flixcart.com/image/329/395/k79dd3k0/t-shirt/v/8/p/m-l40387cb0409-lee-original-imafpg465qcczqzh.jpeg?q=50
Skinny Men Blue Jeans,"1,317","2,395",45% off,Wrangler 20X,https://rukminim1.flixcart.com/image/329/395/k0h12fk0/jean/p/x/d/32-w37074w2220x-wrangler-20x-original-imafk7hyftuf9uct.jpeg?q=50
